"yield_curve_code";"proj_time";"month";"nominal_rate";"inflation";"basis"
"YC202112";477;12;0.09691521;0.08605467;"IFRS"
"YC202112";478;12;0.09691521;0.08605467;"IFRS"
"YC202112";479;12;0.09691521;0.08605467;"IFRS"
"YC202112";480;12;0.09691521;0.08605467;"IFRS"
"YC202112";481;12;0.09691521;0.08605467;"IFRS"
"YC202112";482;12;0.09691521;0.08605467;"IFRS"
"YC202112";483;12;0.09691521;0.08605467;"IFRS"
"YC202112";484;12;0.09691521;0.08605467;"IFRS"
"YC202112";485;12;0.09691521;0.08605467;"IFRS"
"YC202112";486;12;0.09691521;0.08605467;"IFRS"
"YC202112";487;12;0.09691521;0.08605467;"IFRS"
"YC202112";488;12;0.09691521;0.08605467;"IFRS"
"YC202112";489;12;0.09691521;0.08605467;"IFRS"
"YC202112";490;12;0.09691521;0.08605467;"IFRS"
"YC202112";491;12;0.09691521;0.08605467;"IFRS"
"YC202112";492;12;0.09691521;0.08605467;"IFRS"
"YC202112";493;12;0.09691521;0.08605467;"IFRS"
"YC202112";494;12;0.09691521;0.08605467;"IFRS"
"YC202112";495;12;0.09691521;0.08605467;"IFRS"
"YC202112";496;12;0.09691521;0.08605467;"IFRS"
"YC202112";497;12;0.09691521;0.08605467;"IFRS"
"YC202112";498;12;0.09691521;0.08605467;"IFRS"
"YC202112";499;12;0.09691521;0.08605467;"IFRS"
"YC202112";500;12;0.09691521;0.08605467;"IFRS"
"YC202112";501;12;0.09691521;0.08605467;"IFRS"
"YC202112";502;12;0.09691521;0.08605467;"IFRS"
"YC202112";503;12;0.09691521;0.08605467;"IFRS"
"YC202112";504;12;0.09691521;0.08605467;"IFRS"
"YC202112";505;12;0.09691521;0.08605467;"IFRS"
"YC202112";506;12;0.09691521;0.08605467;"IFRS"
"YC202112";507;12;0.09691521;0.08605467;"IFRS"
"YC202112";508;12;0.09691521;0.08605467;"IFRS"
"YC202112";509;12;0.09691521;0.08605467;"IFRS"
"YC202112";510;12;0.09691521;0.08605467;"IFRS"
"YC202112";511;12;0.09691521;0.08605467;"IFRS"
"YC202112";512;12;0.09691521;0.08605467;"IFRS"
"YC202112";513;12;0.09691521;0.08605467;"IFRS"
"YC202112";514;12;0.09691521;0.08605467;"IFRS"
"YC202112";515;12;0.09691521;0.08605467;"IFRS"
"YC202112";516;12;0.09691521;0.08605467;"IFRS"
"YC202112";517;12;0.09691521;0.08605467;"IFRS"
"YC202112";518;12;0.09691521;0.08605467;"IFRS"
"YC202112";519;12;0.09691521;0.08605467;"IFRS"
"YC202112";520;12;0.09691521;0.08605467;"IFRS"
"YC202112";521;12;0.09691521;0.08605467;"IFRS"
"YC202112";522;12;0.09691521;0.08605467;"IFRS"
"YC202112";523;12;0.09691521;0.08605467;"IFRS"
"YC202112";524;12;0.09691521;0.08605467;"IFRS"
"YC202112";525;12;0.09691521;0.08605467;"IFRS"
"YC202112";526;12;0.09691521;0.08605467;"IFRS"
"YC202112";527;12;0.09691521;0.08605467;"IFRS"
"YC202112";528;12;0.09691521;0.08605467;"IFRS"
"YC202112";529;12;0.09691521;0.08605467;"IFRS"
"YC202112";530;12;0.09691521;0.08605467;"IFRS"
"YC202112";531;12;0.09691521;0.08605467;"IFRS"
"YC202112";532;12;0.09691521;0.08605467;"IFRS"
"YC202112";533;12;0.09691521;0.08605467;"IFRS"
"YC202112";534;12;0.09691521;0.08605467;"IFRS"
"YC202112";535;12;0.09691521;0.08605467;"IFRS"
"YC202112";536;12;0.09691521;0.08605467;"IFRS"
"YC202112";537;12;0.09691521;0.08605467;"IFRS"
"YC202112";538;12;0.09691521;0.08605467;"IFRS"
"YC202112";539;12;0.09691521;0.08605467;"IFRS"
"YC202112";540;12;0.09691521;0.08605467;"IFRS"
"YC202112";541;12;0.09691521;0.08605467;"IFRS"
"YC202112";542;12;0.09691521;0.08605467;"IFRS"
"YC202112";543;12;0.09691521;0.08605467;"IFRS"
"YC202112";544;12;0.09691521;0.08605467;"IFRS"
"YC202112";545;12;0.09691521;0.08605467;"IFRS"
"YC202112";546;12;0.09691521;0.08605467;"IFRS"
"YC202112";547;12;0.09691521;0.08605467;"IFRS"
"YC202112";548;12;0.09691521;0.08605467;"IFRS"
"YC202112";549;12;0.09691521;0.08605467;"IFRS"
"YC202112";550;12;0.09691521;0.08605467;"IFRS"
"YC202112";551;12;0.09691521;0.08605467;"IFRS"
"YC202112";552;12;0.09691521;0.08605467;"IFRS"
"YC202112";553;12;0.09691521;0.08605467;"IFRS"
"YC202112";554;12;0.09691521;0.08605467;"IFRS"
"YC202112";555;12;0.09691521;0.08605467;"IFRS"
"YC202112";556;12;0.09691521;0.08605467;"IFRS"
"YC202112";557;12;0.09691521;0.08605467;"IFRS"
"YC202112";558;12;0.09691521;0.08605467;"IFRS"
"YC202112";559;12;0.09691521;0.08605467;"IFRS"
"YC202112";560;12;0.09691521;0.08605467;"IFRS"
"YC202112";561;12;0.09691521;0.08605467;"IFRS"
"YC202112";562;12;0.09691521;0.08605467;"IFRS"
"YC202112";563;12;0.09691521;0.08605467;"IFRS"
"YC202112";564;12;0.09691521;0.08605467;"IFRS"
"YC202112";565;12;0.09691521;0.08605467;"IFRS"
"YC202112";566;12;0.09691521;0.08605467;"IFRS"
"YC202112";567;12;0.09691521;0.08605467;"IFRS"
"YC202112";568;12;0.09691521;0.08605467;"IFRS"
"YC202112";569;12;0.09691521;0.08605467;"IFRS"
"YC202112";570;12;0.09691521;0.08605467;"IFRS"
"YC202112";571;12;0.09691521;0.08605467;"IFRS"
"YC202112";572;12;0.09691521;0.08605467;"IFRS"
"YC202112";573;12;0.09691521;0.08605467;"IFRS"
"YC202112";574;12;0.09691521;0.08605467;"IFRS"
"YC202112";575;12;0.09691521;0.08605467;"IFRS"
"YC202112";576;12;0.09691521;0.08605467;"IFRS"
"YC202112";577;12;0.09691521;0.08605467;"IFRS"
"YC202112";578;12;0.09691521;0.08605467;"IFRS"
"YC202112";579;12;0.09691521;0.08605467;"IFRS"
"YC202112";580;12;0.09691521;0.08605467;"IFRS"
"YC202112";581;12;0.09691521;0.08605467;"IFRS"
"YC202112";582;12;0.09691521;0.08605467;"IFRS"
"YC202112";583;12;0.09691521;0.08605467;"IFRS"
"YC202112";584;12;0.09691521;0.08605467;"IFRS"
"YC202112";585;12;0.09691521;0.08605467;"IFRS"
"YC202112";586;12;0.09691521;0.08605467;"IFRS"
"YC202112";587;12;0.09691521;0.08605467;"IFRS"
"YC202112";588;12;0.09691521;0.08605467;"IFRS"
"YC202112";589;12;0.09691521;0.08605467;"IFRS"
"YC202112";590;12;0.09691521;0.08605467;"IFRS"
"YC202112";591;12;0.09691521;0.08605467;"IFRS"
"YC202112";592;12;0.09691521;0.08605467;"IFRS"
"YC202112";593;12;0.09691521;0.08605467;"IFRS"
"YC202112";594;12;0.09691521;0.08605467;"IFRS"
"YC202112";595;12;0.09691521;0.08605467;"IFRS"
"YC202112";596;12;0.09691521;0.08605467;"IFRS"
"YC202112";597;12;0.09691521;0.08605467;"IFRS"
"YC202112";598;12;0.09691521;0.08605467;"IFRS"
"YC202112";599;12;0.09691521;0.08605467;"IFRS"
"YC202112";600;12;0.09691521;0.08605467;"IFRS"
"YC202112";601;12;0.09691521;0.08605467;"IFRS"
"YC202112";602;12;0.09691521;0.08605467;"IFRS"
"YC202112";603;12;0.09691521;0.08605467;"IFRS"
"YC202112";604;12;0.09691521;0.08605467;"IFRS"
"YC202112";605;12;0.09691521;0.08605467;"IFRS"
"YC202112";606;12;0.09691521;0.08605467;"IFRS"
"YC202112";607;12;0.09691521;0.08605467;"IFRS"
"YC202112";608;12;0.09691521;0.08605467;"IFRS"
"YC202112";609;12;0.09691521;0.08605467;"IFRS"
"YC202112";610;12;0.09691521;0.08605467;"IFRS"
"YC202112";611;12;0.09691521;0.08605467;"IFRS"
"YC202112";612;12;0.09691521;0.08605467;"IFRS"
"YC202112";613;12;0.09691521;0.08605467;"IFRS"
"YC202112";614;12;0.09691521;0.08605467;"IFRS"
"YC202112";615;12;0.09691521;0.08605467;"IFRS"
"YC202112";616;12;0.09691521;0.08605467;"IFRS"
"YC202112";617;12;0.09691521;0.08605467;"IFRS"
"YC202112";618;12;0.09691521;0.08605467;"IFRS"
"YC202112";619;12;0.09691521;0.08605467;"IFRS"
"YC202112";620;12;0.09691521;0.08605467;"IFRS"
"YC202112";621;12;0.09691521;0.08605467;"IFRS"
"YC202112";622;12;0.09691521;0.08605467;"IFRS"
"YC202112";623;12;0.09691521;0.08605467;"IFRS"
"YC202112";624;12;0.09691521;0.08605467;"IFRS"
"YC202112";625;12;0.09691521;0.08605467;"IFRS"
"YC202112";626;12;0.09691521;0.08605467;"IFRS"
"YC202112";627;12;0.09691521;0.08605467;"IFRS"
"YC202112";628;12;0.09691521;0.08605467;"IFRS"
"YC202112";629;12;0.09691521;0.08605467;"IFRS"
"YC202112";630;12;0.09691521;0.08605467;"IFRS"
"YC202112";631;12;0.09691521;0.08605467;"IFRS"
"YC202112";632;12;0.09691521;0.08605467;"IFRS"
"YC202112";633;12;0.09691521;0.08605467;"IFRS"
"YC202112";634;12;0.09691521;0.08605467;"IFRS"
"YC202112";635;12;0.09691521;0.08605467;"IFRS"
"YC202112";636;12;0.09691521;0.08605467;"IFRS"
"YC202112";637;12;0.09691521;0.08605467;"IFRS"
"YC202112";638;12;0.09691521;0.08605467;"IFRS"
"YC202112";639;12;0.09691521;0.08605467;"IFRS"
"YC202112";640;12;0.09691521;0.08605467;"IFRS"
"YC202112";641;12;0.09691521;0.08605467;"IFRS"
"YC202112";642;12;0.09691521;0.08605467;"IFRS"
"YC202112";643;12;0.09691521;0.08605467;"IFRS"
"YC202112";644;12;0.09691521;0.08605467;"IFRS"
"YC202112";645;12;0.09691521;0.08605467;"IFRS"
"YC202112";646;12;0.09691521;0.08605467;"IFRS"
"YC202112";647;12;0.09691521;0.08605467;"IFRS"
"YC202112";648;12;0.09691521;0.08605467;"IFRS"
"YC202112";649;12;0.09691521;0.08605467;"IFRS"
"YC202112";650;12;0.09691521;0.08605467;"IFRS"
"YC202112";651;12;0.09691521;0.08605467;"IFRS"
"YC202112";652;12;0.09691521;0.08605467;"IFRS"
"YC202112";653;12;0.09691521;0.08605467;"IFRS"
"YC202112";654;12;0.09691521;0.08605467;"IFRS"
"YC202112";655;12;0.09691521;0.08605467;"IFRS"
"YC202112";656;12;0.09691521;0.08605467;"IFRS"
"YC202112";657;12;0.09691521;0.08605467;"IFRS"
"YC202112";658;12;0.09691521;0.08605467;"IFRS"
"YC202112";659;12;0.09691521;0.08605467;"IFRS"
"YC202112";660;12;0.09691521;0.08605467;"IFRS"
"YC202112";661;12;0.09691521;0.08605467;"IFRS"
"YC202112";662;12;0.09691521;0.08605467;"IFRS"
"YC202112";663;12;0.09691521;0.08605467;"IFRS"
"YC202112";664;12;0.09691521;0.08605467;"IFRS"
"YC202112";665;12;0.09691521;0.08605467;"IFRS"
"YC202112";666;12;0.09691521;0.08605467;"IFRS"
"YC202112";667;12;0.09691521;0.08605467;"IFRS"
"YC202112";668;12;0.09691521;0.08605467;"IFRS"
"YC202112";669;12;0.09691521;0.08605467;"IFRS"
"YC202112";670;12;0.09691521;0.08605467;"IFRS"
"YC202112";671;12;0.09691521;0.08605467;"IFRS"
"YC202112";672;12;0.09691521;0.08605467;"IFRS"
"YC202112";673;12;0.09691521;0.08605467;"IFRS"
"YC202112";674;12;0.09691521;0.08605467;"IFRS"
"YC202112";675;12;0.09691521;0.08605467;"IFRS"
"YC202112";676;12;0.09691521;0.08605467;"IFRS"
"YC202112";677;12;0.09691521;0.08605467;"IFRS"
"YC202112";678;12;0.09691521;0.08605467;"IFRS"
"YC202112";679;12;0.09691521;0.08605467;"IFRS"
"YC202112";680;12;0.09691521;0.08605467;"IFRS"
"YC202112";681;12;0.09691521;0.08605467;"IFRS"
"YC202112";682;12;0.09691521;0.08605467;"IFRS"
"YC202112";683;12;0.09691521;0.08605467;"IFRS"
"YC202112";684;12;0.09691521;0.08605467;"IFRS"
"YC202112";685;12;0.09691521;0.08605467;"IFRS"
"YC202112";686;12;0.09691521;0.08605467;"IFRS"
"YC202112";687;12;0.09691521;0.08605467;"IFRS"
"YC202112";688;12;0.09691521;0.08605467;"IFRS"
"YC202112";689;12;0.09691521;0.08605467;"IFRS"
"YC202112";690;12;0.09691521;0.08605467;"IFRS"
"YC202112";691;12;0.09691521;0.08605467;"IFRS"
"YC202112";692;12;0.09691521;0.08605467;"IFRS"
"YC202112";693;12;0.09691521;0.08605467;"IFRS"
"YC202112";694;12;0.09691521;0.08605467;"IFRS"
"YC202112";695;12;0.09691521;0.08605467;"IFRS"
"YC202112";696;12;0.09691521;0.08605467;"IFRS"
"YC202112";697;12;0.09691521;0.08605467;"IFRS"
"YC202112";698;12;0.09691521;0.08605467;"IFRS"
"YC202112";699;12;0.09691521;0.08605467;"IFRS"
"YC202112";700;12;0.09691521;0.08605467;"IFRS"
"YC202112";701;12;0.09691521;0.08605467;"IFRS"
"YC202112";702;12;0.09691521;0.08605467;"IFRS"
"YC202112";703;12;0.09691521;0.08605467;"IFRS"
"YC202112";704;12;0.09691521;0.08605467;"IFRS"
"YC202112";705;12;0.09691521;0.08605467;"IFRS"
"YC202112";706;12;0.09691521;0.08605467;"IFRS"
"YC202112";707;12;0.09691521;0.08605467;"IFRS"
"YC202112";708;12;0.09691521;0.08605467;"IFRS"
"YC202112";709;12;0.09691521;0.08605467;"IFRS"
"YC202112";710;12;0.09691521;0.08605467;"IFRS"
"YC202112";711;12;0.09691521;0.08605467;"IFRS"
"YC202112";712;12;0.09691521;0.08605467;"IFRS"
"YC202112";713;12;0.09691521;0.08605467;"IFRS"
"YC202112";714;12;0.09691521;0.08605467;"IFRS"
"YC202112";715;12;0.09691521;0.08605467;"IFRS"
"YC202112";716;12;0.09691521;0.08605467;"IFRS"
"YC202112";717;12;0.09691521;0.08605467;"IFRS"
"YC202112";718;12;0.09691521;0.08605467;"IFRS"
"YC202112";719;12;0.09691521;0.08605467;"IFRS"
"YC202112";720;12;0.09691521;0.08605467;"IFRS"
"YC202112";721;12;0.09691521;0.08605467;"IFRS"
"YC202112";722;12;0.09691521;0.08605467;"IFRS"
"YC202112";723;12;0.09691521;0.08605467;"IFRS"
"YC202112";724;12;0.09691521;0.08605467;"IFRS"
"YC202112";725;12;0.09691521;0.08605467;"IFRS"
"YC202112";726;12;0.09691521;0.08605467;"IFRS"
"YC202112";727;12;0.09691521;0.08605467;"IFRS"
"YC202112";728;12;0.09691521;0.08605467;"IFRS"
"YC202112";729;12;0.09691521;0.08605467;"IFRS"
"YC202112";730;12;0.09691521;0.08605467;"IFRS"
"YC202112";731;12;0.09691521;0.08605467;"IFRS"
"YC202112";732;12;0.09691521;0.08605467;"IFRS"
"YC202112";733;12;0.09691521;0.08605467;"IFRS"
"YC202112";734;12;0.09691521;0.08605467;"IFRS"
"YC202112";735;12;0.09691521;0.08605467;"IFRS"
"YC202112";736;12;0.09691521;0.08605467;"IFRS"
"YC202112";737;12;0.09691521;0.08605467;"IFRS"
"YC202112";738;12;0.09691521;0.08605467;"IFRS"
"YC202112";739;12;0.09691521;0.08605467;"IFRS"
"YC202112";740;12;0.09691521;0.08605467;"IFRS"
"YC202112";741;12;0.09691521;0.08605467;"IFRS"
"YC202112";742;12;0.09691521;0.08605467;"IFRS"
"YC202112";743;12;0.09691521;0.08605467;"IFRS"
"YC202112";744;12;0.09691521;0.08605467;"IFRS"
"YC202112";745;12;0.09691521;0.08605467;"IFRS"
"YC202112";746;12;0.09691521;0.08605467;"IFRS"
"YC202112";747;12;0.09691521;0.08605467;"IFRS"
"YC202112";748;12;0.09691521;0.08605467;"IFRS"
"YC202112";749;12;0.09691521;0.08605467;"IFRS"
"YC202112";750;12;0.09691521;0.08605467;"IFRS"
"YC202112";751;12;0.09691521;0.08605467;"IFRS"
"YC202112";752;12;0.09691521;0.08605467;"IFRS"
"YC202112";753;12;0.09691521;0.08605467;"IFRS"
"YC202112";754;12;0.09691521;0.08605467;"IFRS"
"YC202112";755;12;0.09691521;0.08605467;"IFRS"
"YC202112";756;12;0.09691521;0.08605467;"IFRS"
"YC202112";757;12;0.09691521;0.08605467;"IFRS"
"YC202112";758;12;0.09691521;0.08605467;"IFRS"
"YC202112";759;12;0.09691521;0.08605467;"IFRS"
"YC202112";760;12;0.09691521;0.08605467;"IFRS"
"YC202112";761;12;0.09691521;0.08605467;"IFRS"
"YC202112";762;12;0.09691521;0.08605467;"IFRS"
"YC202112";763;12;0.09691521;0.08605467;"IFRS"
"YC202112";764;12;0.09691521;0.08605467;"IFRS"
"YC202112";765;12;0.09691521;0.08605467;"IFRS"
"YC202112";766;12;0.09691521;0.08605467;"IFRS"
"YC202112";767;12;0.09691521;0.08605467;"IFRS"
"YC202112";768;12;0.09691521;0.08605467;"IFRS"
"YC202112";769;12;0.09691521;0.08605467;"IFRS"
"YC202112";770;12;0.09691521;0.08605467;"IFRS"
"YC202112";771;12;0.09691521;0.08605467;"IFRS"
"YC202112";772;12;0.09691521;0.08605467;"IFRS"
"YC202112";773;12;0.09691521;0.08605467;"IFRS"
"YC202112";774;12;0.09691521;0.08605467;"IFRS"
"YC202112";775;12;0.09691521;0.08605467;"IFRS"
"YC202112";776;12;0.09691521;0.08605467;"IFRS"
"YC202112";777;12;0.09691521;0.08605467;"IFRS"
"YC202112";778;12;0.09691521;0.08605467;"IFRS"
"YC202112";779;12;0.09691521;0.08605467;"IFRS"
"YC202112";780;12;0.09691521;0.08605467;"IFRS"
"YC202112";781;12;0.09691521;0.08605467;"IFRS"
"YC202112";782;12;0.09691521;0.08605467;"IFRS"
"YC202112";783;12;0.09691521;0.08605467;"IFRS"
"YC202112";784;12;0.09691521;0.08605467;"IFRS"
"YC202112";785;12;0.09691521;0.08605467;"IFRS"
"YC202112";786;12;0.09691521;0.08605467;"IFRS"
"YC202112";787;12;0.09691521;0.08605467;"IFRS"
"YC202112";788;12;0.09691521;0.08605467;"IFRS"
"YC202112";789;12;0.09691521;0.08605467;"IFRS"
"YC202112";790;12;0.09691521;0.08605467;"IFRS"
"YC202112";791;12;0.09691521;0.08605467;"IFRS"
"YC202112";792;12;0.09691521;0.08605467;"IFRS"
"YC202112";793;12;0.09691521;0.08605467;"IFRS"
"YC202112";794;12;0.09691521;0.08605467;"IFRS"
"YC202112";795;12;0.09691521;0.08605467;"IFRS"
"YC202112";796;12;0.09691521;0.08605467;"IFRS"
"YC202112";797;12;0.09691521;0.08605467;"IFRS"
"YC202112";798;12;0.09691521;0.08605467;"IFRS"
"YC202112";799;12;0.09691521;0.08605467;"IFRS"
"YC202112";800;12;0.09691521;0.08605467;"IFRS"
"YC202112";801;12;0.09691521;0.08605467;"IFRS"
"YC202112";802;12;0.09691521;0.08605467;"IFRS"
"YC202112";803;12;0.09691521;0.08605467;"IFRS"
"YC202112";804;12;0.09691521;0.08605467;"IFRS"
"YC202112";805;12;0.09691521;0.08605467;"IFRS"
"YC202112";806;12;0.09691521;0.08605467;"IFRS"
"YC202112";807;12;0.09691521;0.08605467;"IFRS"
"YC202112";808;12;0.09691521;0.08605467;"IFRS"
"YC202112";809;12;0.09691521;0.08605467;"IFRS"
"YC202112";810;12;0.09691521;0.08605467;"IFRS"
"YC202112";811;12;0.09691521;0.08605467;"IFRS"
"YC202112";812;12;0.09691521;0.08605467;"IFRS"
"YC202112";813;12;0.09691521;0.08605467;"IFRS"
"YC202112";814;12;0.09691521;0.08605467;"IFRS"
"YC202112";815;12;0.09691521;0.08605467;"IFRS"
"YC202112";816;12;0.09691521;0.08605467;"IFRS"
"YC202112";817;12;0.09691521;0.08605467;"IFRS"
"YC202112";818;12;0.09691521;0.08605467;"IFRS"
"YC202112";819;12;0.09691521;0.08605467;"IFRS"
"YC202112";820;12;0.09691521;0.08605467;"IFRS"
"YC202112";821;12;0.09691521;0.08605467;"IFRS"
"YC202112";822;12;0.09691521;0.08605467;"IFRS"
"YC202112";823;12;0.09691521;0.08605467;"IFRS"
"YC202112";824;12;0.09691521;0.08605467;"IFRS"
"YC202112";825;12;0.09691521;0.08605467;"IFRS"
"YC202112";826;12;0.09691521;0.08605467;"IFRS"
"YC202112";827;12;0.09691521;0.08605467;"IFRS"
"YC202112";828;12;0.09691521;0.08605467;"IFRS"
"YC202112";829;12;0.09691521;0.08605467;"IFRS"
"YC202112";830;12;0.09691521;0.08605467;"IFRS"
"YC202112";831;12;0.09691521;0.08605467;"IFRS"
"YC202112";832;12;0.09691521;0.08605467;"IFRS"
"YC202112";833;12;0.09691521;0.08605467;"IFRS"
"YC202112";834;12;0.09691521;0.08605467;"IFRS"
"YC202112";835;12;0.09691521;0.08605467;"IFRS"
"YC202112";836;12;0.09691521;0.08605467;"IFRS"
"YC202112";837;12;0.09691521;0.08605467;"IFRS"
"YC202112";838;12;0.09691521;0.08605467;"IFRS"
"YC202112";839;12;0.09691521;0.08605467;"IFRS"
"YC202112";840;12;0.09691521;0.08605467;"IFRS"
"YC202112";841;12;0.09691521;0.08605467;"IFRS"
"YC202112";842;12;0.09691521;0.08605467;"IFRS"
"YC202112";843;12;0.09691521;0.08605467;"IFRS"
"YC202112";844;12;0.09691521;0.08605467;"IFRS"
"YC202112";845;12;0.09691521;0.08605467;"IFRS"
"YC202112";846;12;0.09691521;0.08605467;"IFRS"
"YC202112";847;12;0.09691521;0.08605467;"IFRS"
"YC202112";848;12;0.09691521;0.08605467;"IFRS"
"YC202112";849;12;0.09691521;0.08605467;"IFRS"
"YC202112";850;12;0.09691521;0.08605467;"IFRS"
"YC202112";851;12;0.09691521;0.08605467;"IFRS"
"YC202112";852;12;0.09691521;0.08605467;"IFRS"
"YC202112";853;12;0.09691521;0.08605467;"IFRS"
"YC202112";854;12;0.09691521;0.08605467;"IFRS"
"YC202112";855;12;0.09691521;0.08605467;"IFRS"
"YC202112";856;12;0.09691521;0.08605467;"IFRS"
"YC202112";857;12;0.09691521;0.08605467;"IFRS"
"YC202112";858;12;0.09691521;0.08605467;"IFRS"
"YC202112";859;12;0.09691521;0.08605467;"IFRS"
"YC202112";860;12;0.09691521;0.08605467;"IFRS"
"YC202112";861;12;0.09691521;0.08605467;"IFRS"
"YC202112";862;12;0.09691521;0.08605467;"IFRS"
"YC202112";863;12;0.09691521;0.08605467;"IFRS"
"YC202112";864;12;0.09691521;0.08605467;"IFRS"
"YC202112";865;12;0.09691521;0.08605467;"IFRS"
"YC202112";866;12;0.09691521;0.08605467;"IFRS"
"YC202112";867;12;0.09691521;0.08605467;"IFRS"
"YC202112";868;12;0.09691521;0.08605467;"IFRS"
"YC202112";869;12;0.09691521;0.08605467;"IFRS"
"YC202112";870;12;0.09691521;0.08605467;"IFRS"
"YC202112";871;12;0.09691521;0.08605467;"IFRS"
"YC202112";872;12;0.09691521;0.08605467;"IFRS"
"YC202112";873;12;0.09691521;0.08605467;"IFRS"
"YC202112";874;12;0.09691521;0.08605467;"IFRS"
"YC202112";875;12;0.09691521;0.08605467;"IFRS"
"YC202112";876;12;0.09691521;0.08605467;"IFRS"
"YC202112";877;12;0.09691521;0.08605467;"IFRS"
"YC202112";878;12;0.09691521;0.08605467;"IFRS"
"YC202112";879;12;0.09691521;0.08605467;"IFRS"
"YC202112";880;12;0.09691521;0.08605467;"IFRS"
"YC202112";881;12;0.09691521;0.08605467;"IFRS"
"YC202112";882;12;0.09691521;0.08605467;"IFRS"
"YC202112";883;12;0.09691521;0.08605467;"IFRS"
"YC202112";884;12;0.09691521;0.08605467;"IFRS"
"YC202112";885;12;0.09691521;0.08605467;"IFRS"
"YC202112";886;12;0.09691521;0.08605467;"IFRS"
"YC202112";887;12;0.09691521;0.08605467;"IFRS"
"YC202112";888;12;0.09691521;0.08605467;"IFRS"
"YC202112";889;12;0.09691521;0.08605467;"IFRS"
"YC202112";890;12;0.09691521;0.08605467;"IFRS"
"YC202112";891;12;0.09691521;0.08605467;"IFRS"
"YC202112";892;12;0.09691521;0.08605467;"IFRS"
"YC202112";893;12;0.09691521;0.08605467;"IFRS"
"YC202112";894;12;0.09691521;0.08605467;"IFRS"
"YC202112";895;12;0.09691521;0.08605467;"IFRS"
"YC202112";896;12;0.09691521;0.08605467;"IFRS"
"YC202112";897;12;0.09691521;0.08605467;"IFRS"
"YC202112";898;12;0.09691521;0.08605467;"IFRS"
"YC202112";899;12;0.09691521;0.08605467;"IFRS"
"YC202112";900;12;0.09691521;0.08605467;"IFRS"
"YC202112";901;12;0.09691521;0.08605467;"IFRS"
"YC202112";902;12;0.09691521;0.08605467;"IFRS"
"YC202112";903;12;0.09691521;0.08605467;"IFRS"
"YC202112";904;12;0.09691521;0.08605467;"IFRS"
"YC202112";905;12;0.09691521;0.08605467;"IFRS"
"YC202112";906;12;0.09691521;0.08605467;"IFRS"
"YC202112";907;12;0.09691521;0.08605467;"IFRS"
"YC202112";908;12;0.09691521;0.08605467;"IFRS"
"YC202112";909;12;0.09691521;0.08605467;"IFRS"
"YC202112";910;12;0.09691521;0.08605467;"IFRS"
"YC202112";911;12;0.09691521;0.08605467;"IFRS"
"YC202112";912;12;0.09691521;0.08605467;"IFRS"
"YC202112";913;12;0.09691521;0.08605467;"IFRS"
"YC202112";914;12;0.09691521;0.08605467;"IFRS"
"YC202112";915;12;0.09691521;0.08605467;"IFRS"
"YC202112";916;12;0.09691521;0.08605467;"IFRS"
"YC202112";917;12;0.09691521;0.08605467;"IFRS"
"YC202112";918;12;0.09691521;0.08605467;"IFRS"
"YC202112";919;12;0.09691521;0.08605467;"IFRS"
"YC202112";920;12;0.09691521;0.08605467;"IFRS"
"YC202112";921;12;0.09691521;0.08605467;"IFRS"
"YC202112";922;12;0.09691521;0.08605467;"IFRS"
"YC202112";923;12;0.09691521;0.08605467;"IFRS"
"YC202112";924;12;0.09691521;0.08605467;"IFRS"
"YC202112";925;12;0.09691521;0.08605467;"IFRS"
"YC202112";926;12;0.09691521;0.08605467;"IFRS"
"YC202112";927;12;0.09691521;0.08605467;"IFRS"
"YC202112";928;12;0.09691521;0.08605467;"IFRS"
"YC202112";929;12;0.09691521;0.08605467;"IFRS"
"YC202112";930;12;0.09691521;0.08605467;"IFRS"
"YC202112";931;12;0.09691521;0.08605467;"IFRS"
"YC202112";932;12;0.09691521;0.08605467;"IFRS"
"YC202112";933;12;0.09691521;0.08605467;"IFRS"
"YC202112";934;12;0.09691521;0.08605467;"IFRS"
"YC202112";935;12;0.09691521;0.08605467;"IFRS"
"YC202112";936;12;0.09691521;0.08605467;"IFRS"
"YC202112";937;12;0.09691521;0.08605467;"IFRS"
"YC202112";938;12;0.09691521;0.08605467;"IFRS"
"YC202112";939;12;0.09691521;0.08605467;"IFRS"
"YC202112";940;12;0.09691521;0.08605467;"IFRS"
"YC202112";941;12;0.09691521;0.08605467;"IFRS"
"YC202112";942;12;0.09691521;0.08605467;"IFRS"
"YC202112";943;12;0.09691521;0.08605467;"IFRS"
"YC202112";944;12;0.09691521;0.08605467;"IFRS"
"YC202112";945;12;0.09691521;0.08605467;"IFRS"
"YC202112";946;12;0.09691521;0.08605467;"IFRS"
"YC202112";947;12;0.09691521;0.08605467;"IFRS"
"YC202112";948;12;0.09691521;0.08605467;"IFRS"
"YC202112";949;12;0.09691521;0.08605467;"IFRS"
"YC202112";950;12;0.09691521;0.08605467;"IFRS"
"YC202112";951;12;0.09691521;0.08605467;"IFRS"
"YC202112";952;12;0.09691521;0.08605467;"IFRS"
"YC202112";953;12;0.09691521;0.08605467;"IFRS"
"YC202112";954;12;0.09691521;0.08605467;"IFRS"
"YC202112";955;12;0.09691521;0.08605467;"IFRS"
"YC202112";956;12;0.09691521;0.08605467;"IFRS"
"YC202112";957;12;0.09691521;0.08605467;"IFRS"
