policy_number,spcode,product_code,initial_policy,commencement_year,commencement_month,ifrs17_group,age_at_entry,gender,main_member_age_at_entry,main_member_gender,sum_assured,annual_premium,premium_status,premium_pattern,waiting_period,duration_in_force_months,sum_assured_escalation,premium_escalation,interest_percentage,income,education_level,socio_economic_class,occupational_class,smoker_status,select_period,current_loan,premium_frequency,premium_rate,temporary_premium_waiver_indicator,temporary_premium_waiver_month_exit,distribution,tax_class,education,plan,continuity_or_premium_waiver_option,premium_waiver_indicator,commission_type,cashback_indicator,funeral_service_indicator,repatriation,tombstone,cow_benefit,educator_option,paidup_option,paidup_indicator,member_type,term,original_term,outstanding_term_months,food,cashback_option,premium_holiday_used,disability_definition,deferred_period
1000759,2,FUN_01,1,2021,12,3,3,M,27,M,2500,0,0,1,6,3,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,CH,264,0,0,0,0,0,0,0
1000778,2,FUN_01,1,2021,12,3,25,M,25,M,25000,996,0,1,6,45,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,1,0,0,0,0,MM,1104,0,0,0,0,0,0,0
1000982,2,FUN_01,1,2021,12,3,52,M,52,M,50000,2964,0,1,6,5,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,1,1,0,0,0,MM,804,0,0,0,0,0,0,0
1000982,2,FUN_01,1,2021,12,3,49,M,52,M,50000,0,0,1,6,5,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,1,1,0,0,0,SP,840,0,0,0,0,0,0,0
1000985,2,FUN_01,1,2021,12,3,60,M,60,M,50000,2964,0,1,6,5,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,1,1,0,0,0,MM,708,0,0,0,0,0,0,0
1000985,2,FUN_01,1,2021,12,3,53,F,60,M,50000,0,0,1,6,5,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,1,1,0,0,0,SP,804,0,0,0,0,0,0,0
1001124,2,FUN_01,1,2021,12,3,44,M,44,M,50000,3288,0,1,6,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,1,0,0,0,0,0,0,0,MM,912,0,0,0,1,0,0,0
1001124,2,FUN_01,1,2021,12,3,44,F,44,M,50000,0,0,1,6,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,0,0,0,0,0,SP,912,0,0,0,0,0,0,0
1001124,2,FUN_01,1,2021,12,3,17,M,44,M,25000,0,0,1,6,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,0,0,0,0,0,CH,96,0,0,0,0,0,0,0
1001124,2,FUN_01,1,2021,12,3,11,F,44,M,15000,0,0,1,6,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,0,0,0,0,0,CH,168,0,0,0,0,0,0,0
1001134,2,FUN_01,1,2021,12,3,49,M,49,M,25000,2052,0,1,6,8,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,1,0,0,0,0,MM,840,0,0,0,0,0,0,0
1001134,2,FUN_01,1,2021,12,3,29,F,49,M,25000,0,0,1,6,8,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,1,0,0,0,0,SP,1080,0,0,0,0,0,0,0
1001134,2,FUN_01,1,2021,12,3,8,F,49,M,10000,0,0,1,6,8,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,0,0,0,0,0,CH,204,0,0,0,0,0,0,0
1001134,2,FUN_01,1,2021,12,3,4,M,49,M,5000,0,0,1,6,8,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,0,0,0,0,0,CH,240,0,0,0,0,0,0,0
1001166,2,FUN_01,1,2021,12,3,46,F,46,F,12500,3792,0,1,6,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,1,0,0,0,0,MM,888,0,0,0,0,0,0,0
1001166,2,FUN_01,1,2021,12,3,51,M,46,F,12500,0,0,1,6,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,SP,828,0,0,0,0,0,0,0
1001166,2,FUN_01,1,2021,12,3,12,M,46,F,6000,0,0,1,6,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,CH,144,0,0,0,0,0,0,0
1001166,2,FUN_01,1,2021,12,3,81,F,46,F,12000,0,0,1,9,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,1,0,0,0,0,PAR,468,0,0,0,0,0,0,0
1001166,2,FUN_01,1,2021,12,3,68,F,46,F,12000,0,0,1,6,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,1,0,0,0,0,PAR,624,0,0,0,0,0,0,0
1001317,2,FUN_01,1,2021,12,3,42,M,42,M,25000,6684,0,1,6,9,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,1,0,0,0,0,MM,936,0,0,0,0,0,0,0
1001317,2,FUN_01,1,2021,12,3,36,F,42,M,25000,0,0,1,6,9,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,1,0,0,0,0,SP,1008,0,0,0,0,0,0,0
1001317,2,FUN_01,1,2021,12,3,6,M,42,M,10000,0,0,1,6,9,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,1,0,0,0,0,CH,216,0,0,0,0,0,0,0
1001317,2,FUN_01,1,2021,12,3,2,M,42,M,5000,0,0,1,6,9,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,1,0,0,0,0,CH,276,0,0,0,0,0,0,0
1001317,2,FUN_01,1,2021,12,3,73,M,42,M,15000,0,0,1,9,9,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,0,0,0,0,0,PAR,552,0,0,0,0,0,0,0
1001317,2,FUN_01,1,2021,12,3,68,F,42,M,15000,0,0,1,6,9,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,0,0,0,0,0,PAR,612,0,0,0,0,0,0,0
1001317,2,FUN_01,1,2021,12,3,77,M,42,M,15000,0,0,1,9,9,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,0,0,0,0,0,PAR,504,0,0,0,0,0,0,0
1001317,2,FUN_01,1,2021,12,3,75,F,42,M,15000,0,0,1,9,9,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,0,0,0,0,0,PAR,528,0,0,0,0,0,0,0
1001325,2,FUN_01,1,2021,12,3,33,F,33,F,25000,2244,0,1,6,3,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,0,0,0,0,0,MM,1044,0,0,0,0,0,0,0
1001325,2,FUN_01,1,2021,12,3,38,M,33,F,25000,0,0,1,6,3,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,0,0,0,0,0,SP,984,0,0,0,0,0,0,0
1001325,2,FUN_01,1,2021,12,3,11,F,33,F,10000,0,0,1,6,3,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,0,0,0,0,0,CH,156,0,0,0,0,0,0,0
1001325,2,FUN_01,1,2021,12,3,5,M,33,F,5000,0,0,1,6,3,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,0,0,0,0,0,CH,240,0,0,0,0,0,0,0
1001325,2,FUN_01,1,2021,12,3,66,M,33,F,7000,0,0,1,6,3,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,0,0,0,0,0,PAR,648,0,0,0,0,0,0,0
1001337,2,FUN_01,1,2021,12,3,50,M,50,M,25000,3108,0,1,6,5,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,1,0,0,0,0,MM,840,0,0,0,0,0,0,0
1001337,2,FUN_01,1,2021,12,3,45,F,50,M,25000,0,0,1,6,5,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,1,0,0,0,0,SP,900,0,0,0,0,0,0,0
1001337,2,FUN_01,1,2021,12,3,22,M,50,M,15000,0,0,1,6,5,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,0,0,0,0,0,CH,36,0,0,0,0,0,0,0
1001337,2,FUN_01,1,2021,12,3,18,F,50,M,15000,0,0,1,6,5,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,0,0,0,0,0,CH,72,0,0,0,0,0,0,0
1001337,2,FUN_01,1,2021,12,3,70,M,50,M,10000,0,0,1,6,5,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,0,0,0,0,0,PAR,588,0,0,0,0,0,0,0
1001395,2,FUN_01,1,2021,12,3,67,M,67,M,25000,3312,0,1,6,9,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,1,1,0,0,0,MM,624,0,0,0,0,0,0,0
1001395,2,FUN_01,1,2021,12,3,61,F,67,M,25000,0,0,1,6,9,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,1,1,0,0,0,SP,696,0,0,0,0,0,0,0
1001395,2,FUN_01,1,2021,12,3,4,F,67,M,5000,0,0,1,6,9,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,0,0,0,0,0,EXT,1380,0,0,0,0,0,0,0
1001478,2,FUN_01,1,2021,12,3,63,F,63,F,50000,2340,0,1,6,7,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,0,0,0,0,0,MM,672,0,0,0,0,0,0,0
1001478,2,FUN_01,1,2021,12,3,22,F,63,F,25000,0,0,1,6,7,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,0,0,0,0,0,CH,36,0,0,0,0,0,0,0
1001478,2,FUN_01,1,2021,12,3,18,F,63,F,25000,0,0,1,6,7,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,0,0,0,0,0,CH,84,0,0,0,0,0,0,0
1001494,2,FUN_01,1,2021,12,3,29,M,29,M,12500,2376,0,1,6,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,1,0,0,0,MM,1092,0,0,0,0,0,0,0
1001494,2,FUN_01,1,2021,12,3,27,F,29,M,12500,0,0,1,6,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,1,0,0,0,SP,1116,0,0,0,0,0,0,0
1001494,2,FUN_01,1,2021,12,3,12,F,29,M,10000,0,0,1,6,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,1,0,0,0,EXT,1296,0,0,0,0,0,0,0
1001563,2,FUN_01,1,2021,12,3,48,M,48,M,50000,6132,0,1,6,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,0,1,0,0,0,MM,864,0,0,0,0,0,0,0
1001563,2,FUN_01,1,2021,12,3,45,F,48,M,50000,0,0,1,6,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,0,1,0,0,0,SP,900,0,0,0,0,0,0,0
1001563,2,FUN_01,1,2021,12,3,17,F,48,M,25000,0,0,1,6,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,0,0,0,0,0,CH,96,0,0,0,0,0,0,0
1001563,2,FUN_01,1,2021,12,3,6,F,48,M,10000,0,0,1,6,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,0,0,0,0,0,CH,228,0,0,0,0,0,0,0
1001563,2,FUN_01,1,2021,12,3,81,M,48,M,15000,0,0,1,9,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,0,1,0,0,0,PAR,468,0,0,0,0,0,0,0
1001563,2,FUN_01,1,2021,12,3,78,F,48,M,15000,0,0,1,9,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,0,1,0,0,0,PAR,504,0,0,0,0,0,0,0
1001565,2,FUN_01,1,2021,12,3,49,F,49,F,50000,2652,0,1,6,9,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,1,0,0,0,0,MM,840,0,0,0,0,0,0,0
1001565,2,FUN_01,1,2021,12,3,53,M,49,F,50000,0,0,1,6,9,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,1,0,0,0,0,SP,792,0,0,0,0,0,0,0
1001608,2,FUN_01,1,2021,12,3,53,F,53,F,50000,4152,0,1,6,6,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,1,1,0,0,0,MM,792,0,0,0,0,0,0,0
1001608,2,FUN_01,1,2021,12,3,61,M,53,F,50000,0,0,1,6,6,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,0,0,0,0,0,SP,696,0,0,0,0,0,0,0
1001608,2,FUN_01,1,2021,12,3,19,F,53,F,25000,0,0,1,6,6,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,0,0,0,0,0,CH,72,0,0,0,0,0,0,0
1001608,2,FUN_01,1,2021,12,3,77,F,53,F,15000,0,0,1,9,6,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,1,0,0,0,0,PAR,504,0,0,0,0,0,0,0
1001628,2,FUN_01,1,2021,12,3,50,F,50,F,25000,2052,0,1,6,10,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,1,1,0,0,0,MM,828,0,0,0,0,0,0,0
1001628,2,FUN_01,1,2021,12,3,21,F,50,F,15000,0,0,1,6,10,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,0,0,0,0,0,CH,36,0,0,0,0,0,0,0
1001628,2,FUN_01,1,2021,12,3,17,F,50,F,15000,0,0,1,6,10,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,0,0,0,0,0,CH,96,0,0,0,0,0,0,0
1001705,2,FUN_01,1,2021,12,3,65,M,65,M,12500,564,0,1,6,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,MM,660,0,0,0,0,0,0,0
1001709,2,FUN_01,1,2021,12,3,37,M,37,M,25000,1740,0,1,6,5,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,0,0,0,0,0,MM,996,0,0,0,0,0,0,0
1001709,2,FUN_01,1,2021,12,3,13,M,37,M,10000,0,0,1,6,5,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,0,0,0,0,0,CH,144,0,0,0,0,0,0,0
1001709,2,FUN_01,1,2021,12,3,5,M,37,M,5000,0,0,1,6,5,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,0,0,0,0,0,CH,228,0,0,0,0,0,0,0
1001779,2,FUN_01,1,2021,12,3,28,F,28,F,50000,1380,0,1,6,6,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,0,0,0,0,0,MM,1092,0,0,0,0,0,0,0
1001789,2,FUN_01,1,2021,12,3,32,M,32,M,50000,2340,0,1,6,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,0,0,0,0,0,MM,1056,0,0,0,0,0,0,0
1001789,2,FUN_01,1,2021,12,3,30,F,32,M,50000,0,0,1,6,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,0,0,0,0,0,SP,1080,0,0,0,0,0,0,0
1001789,2,FUN_01,1,2021,12,3,7,M,32,M,15000,0,0,1,6,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,0,0,0,0,0,CH,216,0,0,0,0,0,0,0
1001789,2,FUN_01,1,2021,12,3,18,F,32,M,10000,0,0,1,6,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,0,0,0,0,0,CH,300,0,0,0,0,0,0,0
1001820,2,FUN_01,1,2021,12,3,61,F,61,F,50000,1692,0,1,6,7,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,1,1,0,0,0,MM,696,0,0,0,0,0,0,0
1001877,2,FUN_01,1,2021,12,3,38,M,38,M,25000,5736,0,1,6,2,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,0,0,0,0,0,MM,984,0,0,0,0,0,0,0
1001877,2,FUN_01,1,2021,12,3,32,F,38,M,25000,0,0,1,6,2,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,0,0,0,0,0,SP,1044,0,0,0,0,0,0,0
1001877,2,FUN_01,1,2021,12,3,6,F,38,M,5000,0,0,1,6,2,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,0,0,0,0,0,CH,228,0,0,0,0,0,0,0
1001877,2,FUN_01,1,2021,12,3,2,M,38,M,5000,0,0,1,6,2,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,0,0,0,0,0,CH,276,0,0,0,0,0,0,0
1001877,2,FUN_01,1,2021,12,3,11,M,38,M,10000,0,0,1,6,2,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,0,0,0,0,0,CH,168,0,0,0,0,0,0,0
1001877,2,FUN_01,1,2021,12,3,75,M,38,M,15000,0,0,1,9,2,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,0,0,0,0,0,PAR,540,0,0,0,0,0,0,0
1001877,2,FUN_01,1,2021,12,3,56,F,38,M,15000,0,0,1,6,2,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,0,0,0,0,0,PAR,768,0,0,0,0,0,0,0
1001877,2,FUN_01,1,2021,12,3,66,M,38,M,15000,0,0,1,6,2,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,0,0,0,0,0,PAR,648,0,0,0,0,0,0,0
1001877,2,FUN_01,1,2021,12,3,14,F,38,M,9000,0,0,1,6,2,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,0,0,0,0,0,EXT,1272,0,0,0,0,0,0,0
1001940,2,FUN_01,1,2021,12,3,66,F,66,F,12500,984,0,1,6,9,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,1,0,0,0,0,MM,648,0,0,0,0,0,0,0
1001961,2,FUN_01,1,2021,12,3,38,F,38,F,25000,3588,0,1,6,6,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,1,0,0,1,1,0,0,0,MM,972,0,0,0,1,0,0,0
1001961,2,FUN_01,1,2021,12,3,44,M,38,F,25000,0,0,1,6,6,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,1,1,0,0,0,SP,900,0,0,0,0,0,0,0
1001961,2,FUN_01,1,2021,12,3,13,M,38,F,15000,0,0,1,6,6,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,0,0,0,0,0,CH,132,0,0,0,0,0,0,0
1001961,2,FUN_01,1,2021,12,3,7,F,38,F,10000,0,0,1,6,6,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,0,0,0,0,0,CH,216,0,0,0,0,0,0,0
1001961,2,FUN_01,1,2021,12,3,66,F,38,F,10000,0,0,1,6,6,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,0,0,0,0,0,PAR,648,0,0,0,0,0,0,0
1001979,2,FUN_01,1,2021,12,3,61,F,61,F,12500,564,0,1,6,6,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,MM,696,0,0,0,0,0,0,0
1002008,2,FUN_01,1,2021,12,3,54,F,54,F,25000,3552,0,1,6,5,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,1,1,0,0,0,MM,780,0,0,0,0,0,0,0
1002008,2,FUN_01,1,2021,12,3,78,F,54,F,15000,0,0,1,9,5,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,1,0,0,0,0,PAR,504,0,0,0,0,0,0,0
1002054,2,FUN_01,1,2021,12,3,37,F,37,F,25000,1740,0,1,6,8,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,0,0,0,0,0,MM,984,0,0,0,0,0,0,0
1002054,2,FUN_01,1,2021,12,3,41,M,37,F,25000,0,0,1,6,8,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,0,0,0,0,0,SP,936,0,0,0,0,0,0,0
1002062,2,FUN_01,1,2021,12,3,67,M,67,M,25000,2316,0,1,6,8,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,1,0,0,0,0,MM,636,0,0,0,0,0,0,0
1002062,2,FUN_01,1,2021,12,3,63,F,67,M,25000,0,0,1,6,8,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,1,0,0,0,0,SP,684,0,0,0,0,0,0,0
1002064,2,FUN_01,1,2021,12,3,42,F,42,F,12500,1788,0,1,6,9,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,MM,924,0,0,0,0,0,0,0
1002064,2,FUN_01,1,2021,12,3,20,F,42,F,10000,0,0,1,6,9,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,CH,48,0,0,0,0,0,0,0
1002064,2,FUN_01,1,2021,12,3,17,F,42,F,10000,0,0,1,6,9,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,CH,84,0,0,0,0,0,0,0
1002064,2,FUN_01,1,2021,12,3,74,F,42,F,10000,0,0,1,9,9,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,PAR,540,0,0,0,0,0,0,0
1002149,2,FUN_01,1,2021,12,3,39,F,39,F,50000,3852,0,1,6,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,1,0,0,0,0,MM,972,0,0,0,0,0,0,0
1002149,2,FUN_01,1,2021,12,3,39,M,39,F,50000,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,1,0,0,0,0,SP,972,0,0,0,0,0,0,0
1002149,2,FUN_01,1,2021,12,3,12,F,39,F,15000,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,0,0,0,0,0,CH,156,0,0,0,0,0,0,0
1002149,2,FUN_01,1,2021,12,3,6,F,39,F,15000,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,0,0,0,0,0,CH,216,0,0,0,0,0,0,0
1002149,2,FUN_01,1,2021,12,3,3,F,39,F,10000,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,0,0,0,0,0,CH,264,0,0,0,0,0,0,0
1002149,2,FUN_01,1,2021,12,3,14,F,39,F,25000,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,0,0,0,0,0,CH,120,0,0,0,0,0,0,0
1002149,2,FUN_01,1,2021,12,3,80,F,39,F,10000,0,0,1,9,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,0,0,0,0,0,PAR,480,0,0,0,0,0,0,0
1002164,2,FUN_01,1,2021,12,3,28,F,28,F,12500,564,0,1,6,7,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,MM,1092,0,0,0,0,0,0,0
1002165,2,FUN_01,1,2021,12,3,31,F,31,F,12500,564,0,1,6,7,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,MM,1068,0,0,0,0,0,0,0
1002170,2,FUN_01,1,2021,12,3,54,F,54,F,25000,840,0,1,6,5,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,0,0,0,0,0,MM,792,0,0,0,0,0,0,0
1002172,2,FUN_01,1,2021,12,3,31,M,31,M,25000,840,0,1,6,5,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,0,0,0,0,0,MM,1068,0,0,0,0,0,0,0
1002261,2,FUN_01,1,2021,12,3,51,M,51,M,12500,1380,0,1,6,10,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,1,0,0,0,MM,816,0,0,0,0,0,0,0
1002261,2,FUN_01,1,2021,12,3,36,F,51,M,12500,0,0,1,6,10,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,1,0,0,0,SP,996,0,0,0,0,0,0,0
1002261,2,FUN_01,1,2021,12,3,16,F,51,M,10000,0,0,1,6,10,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,CH,96,0,0,0,0,0,0,0
1002261,2,FUN_01,1,2021,12,3,8,M,51,M,6000,0,0,1,6,10,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,CH,192,0,0,0,0,0,0,0
1002359,2,FUN_01,1,2021,12,3,67,F,67,F,12500,564,0,1,6,8,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,MM,636,0,0,0,0,0,0,0
1002554,2,FUN_01,1,2021,12,3,36,M,36,M,25000,1956,0,1,6,9,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,0,0,0,0,0,MM,1008,0,0,0,0,0,0,0
1002554,2,FUN_01,1,2021,12,3,31,F,36,M,25000,0,0,1,6,9,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,0,0,0,0,0,SP,1056,0,0,0,0,0,0,0
1002554,2,FUN_01,1,2021,12,3,9,F,36,M,10000,0,0,1,6,9,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,0,0,0,0,0,CH,180,0,0,0,0,0,0,0
1002554,2,FUN_01,1,2021,12,3,4,F,36,M,5000,0,0,1,6,9,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,0,0,0,0,0,CH,240,0,0,0,0,0,0,0
