policy_number,spcode,product_code,initial_policy,commencement_year,commencement_month,ifrs17_group,age_at_entry,gender,main_member_age_at_entry,main_member_gender,sum_assured,annual_premium,premium_status,premium_pattern,waiting_period,duration_in_force_months,sum_assured_escalation,premium_escalation,interest_percentage,income,education_level,socio_economic_class,occupational_class,smoker_status,select_period,current_loan,premium_frequency,premium_rate,temporary_premium_waiver_indicator,temporary_premium_waiver_month_exit,distribution,tax_class,education,plan,continuity_or_premium_waiver_option,premium_waiver_indicator,commission_type,cashback_indicator,funeral_service_indicator,repatriation,tombstone,cow_benefit,educator_option,paidup_option,paidup_indicator,member_type,term,original_term,outstanding_term_months,food,cashback_option,premium_holiday_used,disability_definition,deferred_period
1097309,3,FUN_01,1,2021,12,4,51,M,47,F,7000,0,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,1,0,0,0,SP,792,0,0,0,0,0,0,0
1097309,3,FUN_01,1,2021,12,4,21,F,47,F,5000,0,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,0,0,0,0,CH,12,0,0,0,0,0,0,0
1097309,3,FUN_01,1,2021,12,4,16,F,47,F,5000,0,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,0,0,0,0,CH,72,0,0,0,0,0,0,0
1097309,3,FUN_01,1,2021,12,4,12,F,47,F,3500,0,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,0,0,0,0,CH,120,0,0,0,0,0,0,0
1097324,3,FUN_01,1,2021,12,4,35,F,35,F,12500,1788,0,1,6,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,MM,984,0,0,0,0,0,0,0
1097324,3,FUN_01,1,2021,12,4,36,M,35,F,12500,0,0,1,6,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,SP,972,0,0,0,0,0,0,0
1097324,3,FUN_01,1,2021,12,4,14,F,35,F,10000,0,0,1,6,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,CH,96,0,0,0,0,0,0,0
1097324,3,FUN_01,1,2021,12,4,5,F,35,F,6000,0,0,1,6,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,CH,204,0,0,0,0,0,0,0
1097324,3,FUN_01,1,2021,12,4,78,F,35,F,10000,0,0,1,9,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,PAR,468,0,0,0,0,0,0,0
1097327,3,FUN_01,1,2021,12,4,27,M,27,M,7000,516,0,1,6,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,1,0,0,0,MM,1080,0,0,0,0,0,0,0
1097328,3,FUN_01,1,2021,12,4,25,M,25,M,7000,516,0,1,6,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,1,0,0,0,MM,1104,0,0,0,0,0,0,0
1097354,3,FUN_01,1,2021,12,4,21,F,21,F,12500,1068,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,MM,1152,0,0,0,0,0,0,0
1097354,3,FUN_01,1,2021,12,4,6,F,21,F,6000,0,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,CH,192,0,0,0,0,0,0,0
1097374,3,FUN_01,1,2021,12,4,35,F,35,F,7000,1212,0,1,6,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,1,0,0,0,MM,984,0,0,0,0,0,0,0
1097374,3,FUN_01,1,2021,12,4,16,F,35,F,5000,0,0,1,6,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,1,0,0,0,CH,72,0,0,0,0,0,0,0
1097374,3,FUN_01,1,2021,12,4,6,M,35,F,3500,0,0,1,6,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,1,0,0,0,CH,192,0,0,0,0,0,0,0
1097374,3,FUN_01,1,2021,12,4,18,M,35,F,2500,0,0,1,6,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,1,0,0,0,CH,276,0,0,0,0,0,0,0
1097379,3,FUN_01,1,2021,12,4,56,F,56,F,50000,2964,0,1,6,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,1,1,0,0,0,MM,732,0,0,0,0,0,0,0
1097379,3,FUN_01,1,2021,12,4,62,M,56,F,50000,0,0,1,6,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,1,1,0,0,0,SP,660,0,0,0,0,0,0,0
1097383,3,FUN_01,1,2021,12,4,57,F,57,F,12500,720,0,1,6,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,1,0,0,0,MM,720,0,0,0,0,0,0,0
1097387,3,FUN_01,1,2021,12,4,62,F,62,F,7000,360,0,1,6,35,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,0,0,0,0,MM,672,0,0,0,0,0,0,0
1097389,3,FUN_01,1,2021,12,4,55,M,55,M,7000,360,0,1,6,35,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,0,0,0,0,MM,756,0,0,0,0,0,0,0
1097391,3,FUN_01,1,2021,12,4,37,F,37,F,12500,2772,0,1,6,35,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,1,0,0,1,0,0,0,0,MM,972,0,0,0,1,0,0,0
1097391,3,FUN_01,1,2021,12,4,37,M,37,F,12500,0,0,1,6,35,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,1,0,0,0,0,SP,960,0,0,0,0,0,0,0
1097391,3,FUN_01,1,2021,12,4,14,F,37,F,10000,0,0,1,6,35,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,CH,96,0,0,0,0,0,0,0
1097391,3,FUN_01,1,2021,12,4,7,F,37,F,6000,0,0,1,6,35,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,CH,180,0,0,0,0,0,0,0
1097391,3,FUN_01,1,2021,12,4,9,M,37,F,6000,0,0,1,6,35,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,CH,156,0,0,0,0,0,0,0
1097391,3,FUN_01,1,2021,12,4,3,F,37,F,2500,0,0,1,6,35,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,CH,228,0,0,0,0,0,0,0
1097391,3,FUN_01,1,2021,12,4,78,M,37,F,5000,0,0,1,9,35,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,PAR,480,0,0,0,0,0,0,0
1097391,3,FUN_01,1,2021,12,4,69,M,37,F,5000,0,0,1,6,35,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,PAR,576,0,0,0,0,0,0,0
1097391,3,FUN_01,1,2021,12,4,67,F,37,F,5000,0,0,1,6,35,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,PAR,600,0,0,0,0,0,0,0
1097399,3,FUN_01,1,2021,12,4,64,F,64,F,50000,2172,0,1,6,37,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,1,1,0,0,0,MM,636,0,0,0,0,0,0,0
1097401,3,FUN_01,1,2021,12,4,52,F,52,F,12500,2280,0,1,6,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,1,0,0,0,0,0,0,0,MM,780,0,0,0,1,0,0,0
1097401,3,FUN_01,1,2021,12,4,17,M,52,F,10000,0,0,1,6,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,CH,60,0,0,0,0,0,0,0
1097401,3,FUN_01,1,2021,12,4,83,F,52,F,5000,0,0,1,9,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,PAR,408,0,0,0,0,0,0,0
1097403,3,FUN_01,1,2021,12,4,26,F,26,F,7000,360,0,1,6,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,0,0,0,0,MM,1092,0,0,0,0,0,0,0
1097414,3,FUN_01,1,2021,12,4,52,F,52,F,12500,1788,0,1,6,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,1,0,0,0,MM,780,0,0,0,0,0,0,0
1097414,3,FUN_01,1,2021,12,4,77,F,52,F,2000,0,0,1,9,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,1,0,0,0,PAR,480,0,0,0,0,0,0,0
1097415,3,FUN_01,1,2021,12,4,34,F,34,F,12500,1692,0,1,6,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,1,1,0,0,0,MM,996,0,0,0,0,0,0,0
1097415,3,FUN_01,1,2021,12,4,41,M,34,F,12500,0,0,1,6,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,1,1,0,0,0,SP,912,0,0,0,0,0,0,0
1097415,3,FUN_01,1,2021,12,4,14,M,34,F,10000,0,0,1,6,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,CH,96,0,0,0,0,0,0,0
1097415,3,FUN_01,1,2021,12,4,9,M,34,F,6000,0,0,1,6,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,CH,156,0,0,0,0,0,0,0
1097416,3,FUN_01,1,2021,12,4,37,M,37,M,7000,924,0,1,6,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,1,0,0,0,1,0,0,0,MM,960,0,0,0,1,0,0,0
1097416,3,FUN_01,1,2021,12,4,36,F,37,M,7000,0,0,1,6,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,0,0,0,0,SP,972,0,0,0,0,0,0,0
1097416,3,FUN_01,1,2021,12,4,16,M,37,M,5000,0,0,1,6,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,0,0,0,0,CH,72,0,0,0,0,0,0,0
1097424,3,FUN_01,1,2021,12,4,47,F,47,F,12500,3744,0,1,6,35,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,1,0,0,1,1,0,0,0,MM,840,0,0,0,1,0,0,0
1097424,3,FUN_01,1,2021,12,4,51,M,47,F,12500,0,0,1,6,35,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,1,1,0,0,0,SP,792,0,0,0,0,0,0,0
1097424,3,FUN_01,1,2021,12,4,19,F,47,F,10000,0,0,1,6,35,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,CH,36,0,0,0,0,0,0,0
1097424,3,FUN_01,1,2021,12,4,77,F,47,F,10000,0,0,1,9,35,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,1,0,0,0,0,PAR,480,0,0,0,0,0,0,0
1097426,3,FUN_01,1,2021,12,4,64,F,64,F,12500,564,0,1,6,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,MM,636,0,0,0,0,0,0,0
1097427,3,FUN_01,1,2021,12,4,63,F,63,F,12500,564,0,1,6,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,MM,648,0,0,0,0,0,0,0
1097429,3,FUN_01,1,2021,12,4,59,M,59,M,12500,564,0,1,6,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,MM,696,0,0,0,0,0,0,0
1097430,3,FUN_01,1,2021,12,4,55,M,55,M,50000,4236,0,1,6,35,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,1,1,0,0,0,MM,744,0,0,0,0,0,0,0
1097430,3,FUN_01,1,2021,12,4,45,F,55,M,50000,0,0,1,6,35,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,1,1,0,0,0,SP,864,0,0,0,0,0,0,0
1097430,3,FUN_01,1,2021,12,4,15,M,55,M,25000,0,0,1,6,35,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,1,1,0,0,0,CH,84,0,0,0,0,0,0,0
1097431,3,FUN_01,1,2021,12,4,48,M,48,M,25000,1740,0,1,6,32,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,0,0,0,0,0,MM,840,0,0,0,0,0,0,0
1097431,3,FUN_01,1,2021,12,4,18,F,48,M,15000,0,0,1,6,32,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,0,0,0,0,0,CH,60,0,0,0,0,0,0,0
1097431,3,FUN_01,1,2021,12,4,13,F,48,M,15000,0,0,1,6,32,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,0,0,0,0,0,CH,120,0,0,0,0,0,0,0
1097432,3,FUN_01,1,2021,12,4,18,F,18,F,25000,840,0,1,6,32,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,0,0,0,0,0,MM,1188,0,0,0,0,0,0,0
1097434,3,FUN_01,1,2021,12,4,22,F,22,F,50000,1692,0,1,6,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,1,1,0,0,0,MM,1140,0,0,0,0,0,0,0
1097435,3,FUN_01,1,2021,12,4,38,F,38,F,50000,3900,0,1,6,30,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,0,0,0,0,0,MM,948,0,0,0,0,0,0,0
1097435,3,FUN_01,1,2021,12,4,45,M,38,F,50000,0,0,1,6,30,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,0,0,0,0,0,SP,876,0,0,0,0,0,0,0
1097435,3,FUN_01,1,2021,12,4,13,F,38,F,25000,0,0,1,6,30,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,0,0,0,0,0,CH,108,0,0,0,0,0,0,0
1097435,3,FUN_01,1,2021,12,4,11,F,38,F,25000,0,0,1,6,30,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,0,0,0,0,0,CH,132,0,0,0,0,0,0,0
1097435,3,FUN_01,1,2021,12,4,5,F,38,F,15000,0,0,1,6,30,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,0,0,0,0,0,CH,204,0,0,0,0,0,0,0
1097435,3,FUN_01,1,2021,12,4,76,F,38,F,15000,0,0,1,9,30,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,0,0,0,0,0,PAR,504,0,0,0,0,0,0,0
1097438,3,FUN_01,1,2021,12,4,45,F,45,F,7000,588,0,1,6,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,0,0,0,0,MM,864,0,0,0,0,0,0,0
1097438,3,FUN_01,1,2021,12,4,61,M,45,F,7000,0,0,1,6,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,0,0,0,0,SP,672,0,0,0,0,0,0,0
1097438,3,FUN_01,1,2021,12,4,22,M,45,F,5000,0,0,1,6,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,0,0,0,0,CH,0,0,0,0,0,0,0,0
1097438,3,FUN_01,1,2021,12,4,5,M,45,F,2500,0,0,1,6,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,0,0,0,0,CH,204,0,0,0,0,0,0,0
1097440,3,FUN_01,1,2021,12,4,37,F,37,F,50000,4152,0,1,6,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,1,0,0,0,0,MM,960,0,0,0,0,0,0,0
1097440,3,FUN_01,1,2021,12,4,15,M,37,F,25000,0,0,1,6,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,1,0,0,0,0,CH,84,0,0,0,0,0,0,0
1097440,3,FUN_01,1,2021,12,4,65,M,37,F,15000,0,0,1,6,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,1,0,0,0,0,PAR,624,0,0,0,0,0,0,0
1097441,3,FUN_01,1,2021,12,4,58,F,58,F,50000,1380,0,1,6,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,0,0,0,0,0,MM,708,0,0,0,0,0,0,0
1097445,3,FUN_01,1,2021,12,4,37,F,37,F,7000,1092,0,1,6,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,0,0,0,0,MM,960,0,0,0,0,0,0,0
1097445,3,FUN_01,1,2021,12,4,8,M,37,F,3500,0,0,1,6,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,0,0,0,0,CH,168,0,0,0,0,0,0,0
1097445,3,FUN_01,1,2021,12,4,4,M,37,F,2500,0,0,1,6,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,0,0,0,0,CH,216,0,0,0,0,0,0,0
1097445,3,FUN_01,1,2021,12,4,18,M,37,F,2500,0,0,1,6,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,0,0,0,0,CH,276,0,0,0,0,0,0,0
1097445,3,FUN_01,1,2021,12,4,70,F,37,F,7000,0,0,1,6,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,0,0,0,0,PAR,564,0,0,0,0,0,0,0
1097448,3,FUN_01,1,2021,12,4,59,M,59,M,25000,2052,0,1,6,35,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,0,1,0,0,0,MM,696,0,0,0,0,0,0,0
1097448,3,FUN_01,1,2021,12,4,58,F,59,M,25000,0,0,1,6,35,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,0,1,0,0,0,SP,708,0,0,0,0,0,0,0
1097455,3,FUN_01,1,2021,12,4,28,M,28,M,7000,1164,0,1,6,35,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,0,0,0,0,MM,1080,0,0,0,0,0,0,0
1097455,3,FUN_01,1,2021,12,4,59,F,28,M,4000,0,0,1,6,35,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,0,0,0,0,PAR,696,0,0,0,0,0,0,0
1097455,3,FUN_01,1,2021,12,4,67,M,28,M,4000,0,0,1,6,35,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,0,0,0,0,PAR,600,0,0,0,0,0,0,0
1097466,3,FUN_01,1,2021,12,4,55,M,55,M,12500,720,0,1,6,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,1,0,0,0,MM,744,0,0,0,0,0,0,0
1097468,3,FUN_01,1,2021,12,4,44,F,44,F,50000,2964,0,1,6,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,1,1,0,0,0,MM,876,0,0,0,0,0,0,0
1097468,3,FUN_01,1,2021,12,4,16,M,44,F,25000,0,0,1,6,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,1,1,0,0,0,CH,72,0,0,0,0,0,0,0
1097469,3,FUN_01,1,2021,12,4,30,F,30,F,12500,2868,0,1,6,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,1,0,0,0,0,MM,1044,0,0,0,0,0,0,0
1097469,3,FUN_01,1,2021,12,4,33,M,30,F,12500,0,0,1,6,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,1,0,0,0,0,SP,1008,0,0,0,0,0,0,0
1097469,3,FUN_01,1,2021,12,4,6,M,30,F,6000,0,0,1,6,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,CH,192,0,0,0,0,0,0,0
1097469,3,FUN_01,1,2021,12,4,69,F,30,F,3000,0,0,1,6,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,1,0,0,0,0,PAR,576,0,0,0,0,0,0,0
1097469,3,FUN_01,1,2021,12,4,71,M,30,F,3000,0,0,1,6,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,1,0,0,0,0,PAR,552,0,0,0,0,0,0,0
1097469,3,FUN_01,1,2021,12,4,68,F,30,F,3000,0,0,1,6,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,PAR,588,0,0,0,0,0,0,0
1097477,3,FUN_01,1,2021,12,4,49,M,49,M,12500,1068,0,1,6,35,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,MM,816,0,0,0,0,0,0,0
1097477,3,FUN_01,1,2021,12,4,42,F,49,M,12500,0,0,1,6,35,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,SP,900,0,0,0,0,0,0,0
1097477,3,FUN_01,1,2021,12,4,18,F,49,M,10000,0,0,1,6,35,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,CH,48,0,0,0,0,0,0,0
1097477,3,FUN_01,1,2021,12,4,7,M,49,M,6000,0,0,1,6,35,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,CH,180,0,0,0,0,0,0,0
1097480,3,FUN_01,1,2021,12,4,38,M,38,M,7000,1092,0,1,6,35,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,0,0,0,0,MM,948,0,0,0,0,0,0,0
1097480,3,FUN_01,1,2021,12,4,24,F,38,M,7000,0,0,1,6,35,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,0,0,0,0,SP,1116,0,0,0,0,0,0,0
1097480,3,FUN_01,1,2021,12,4,2,M,38,M,2500,0,0,1,6,35,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,0,0,0,0,CH,240,0,0,0,0,0,0,0
1097480,3,FUN_01,1,2021,12,4,67,F,38,M,7000,0,0,1,6,35,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,0,0,0,0,PAR,600,0,0,0,0,0,0,0
1097492,3,FUN_01,1,2021,12,4,54,F,54,F,12500,564,0,1,6,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,B,0,0,1,0,0,0,0,0,0,0,0,MM,756,0,0,0,0,0,0,0
1097510,3,FUN_01,1,2021,12,4,52,F,52,F,25000,3468,0,1,6,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,1,0,0,0,0,MM,780,0,0,0,0,0,0,0
1097510,3,FUN_01,1,2021,12,4,63,M,52,F,25000,0,0,1,6,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,1,0,0,0,0,SP,648,0,0,0,0,0,0,0
1097510,3,FUN_01,1,2021,12,4,72,F,52,F,15000,0,0,1,6,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,0,0,0,0,0,PAR,540,0,0,0,0,0,0,0
1097512,3,FUN_01,1,2021,12,4,60,F,60,F,25000,1152,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,1,1,0,0,0,MM,684,0,0,0,0,0,0,0
1097513,3,FUN_01,1,2021,12,4,57,F,57,F,7000,588,0,1,6,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,0,0,0,0,MM,720,0,0,0,0,0,0,0
1097513,3,FUN_01,1,2021,12,4,16,M,57,F,5000,0,0,1,6,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,0,0,0,0,CH,72,0,0,0,0,0,0,0
1097514,3,FUN_01,1,2021,12,4,24,F,24,F,7000,360,0,1,6,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,0,0,0,0,MM,1116,0,0,0,0,0,0,0
1097515,3,FUN_01,1,2021,12,4,27,M,27,M,7000,360,0,1,6,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,0,0,0,0,MM,1080,0,0,0,0,0,0,0
1097516,3,FUN_01,1,2021,12,4,51,F,51,F,7000,516,0,1,6,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,1,0,0,0,MM,792,0,0,0,0,0,0,0
1097520,3,FUN_01,1,2021,12,4,56,F,56,F,50000,1692,0,1,6,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,D,0,0,1,0,0,0,1,1,0,0,0,MM,732,0,0,0,0,0,0,0
1097524,3,FUN_01,1,2021,12,4,29,M,29,M,7000,588,0,1,6,35,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,0,0,0,0,MM,1056,0,0,0,0,0,0,0
1097524,3,FUN_01,1,2021,12,4,27,F,29,M,7000,0,0,1,6,35,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,0,0,0,0,SP,1092,0,0,0,0,0,0,0
1097524,3,FUN_01,1,2021,12,4,5,M,29,M,2500,0,0,1,6,35,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,A,0,0,1,0,0,0,0,0,0,0,0,CH,204,0,0,0,0,0,0,0
1097531,3,FUN_01,1,2021,12,4,33,F,33,F,25000,2364,0,1,6,35,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,1,1,0,0,0,MM,1008,0,0,0,0,0,0,0
1097531,3,FUN_01,1,2021,12,4,42,M,33,F,25000,0,0,1,6,35,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,C,0,0,1,0,0,0,1,1,0,0,0,SP,900,0,0,0,0,0,0,0
